Identifier,State,Year,RefundOrTaxCreditOrTaxDeduction,RefundOrTaxCreditOrTaxDeduction_Citation,RefundOrTaxCreditFormula,RefundOrTaxCreditMax,EligibleContributionRecipients,EligibleToClaim_NoTaxOwed,EligibleToClaim_Deduction,EligibleToClaim_Other,EligibleToClaim_Other_Explained,Agency_Disclosure,Agency_Disclosure_Citation,Agency_Enforcement,Agency_Enforcement_Citation,Agency_PublicFinancing,Agency_PublicFinancing_Citation,Agency_RefundCreditDeduction,Agency_RefundCreditDeduction_Citation,Agency_Lobbying,Agency_Lobbying_Citation,Agency_DoingBusiness,Agency_DoingBusiness_Citation,Agency_FinancialDisclosureEthics,Agency_FinancialDisclosureEthics_Citation,Agency_Other,Agency_Other_Citation,OtherProvisions,OtherProvisions_Explained
"MS2016","MS",2016,"None",,,,,,,,,"Secretary of State","Miss. Code Ann. 1972 23-15-805(a) (West) (1996); 23-15-805(a) (2015) (West)","Secretary of State; State Board of Election Commissioners","Miss. Code Ann. 1972 23-15-813 (1996) (West); Miss Code Ann. 23-15-813 (2015) (West)","N/A","N/A","N/A","N/A","Secretary of State; Miss. Ethics Commission","Miss. Code Ann. 5-8-17 (1996) (West); Miss. Code Ann. 5-8-17 (2015) (West)",,,"Miss. Ethics Commission","Miss. Code Ann. 1972 25-4-19 (1996) (West); Miss. Code Ann. 25-4-19 (2015) (West)",,,"No","N/A"
"MS2018","MS",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MT1996","MT",1996,"Tax Deduction","Mont. Code Ann. § 15-30-121, 26 U.S.C. § 218 (1976)","Full up to $100","100","Local, State, Federal Candidates & Parties","Yes","Unclear","Yes","allowed deduction not to exceed $100 ($200 for joint return); only for political contributions determined in accordance with the provisions of section 218(a) and (b) of the Internal Revenue Code that were in effect for the tax year ended December 31, 1978","Commissioner of Political Practices,  Election Administrator","Mont. Code Ann. §§ 13-37-114, 13-37-111, 13-37-121, 13-37-123, 7-4-2611(3)-(4)","Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111","N/A","N/A","Department of Revenue","Mont. Code Ann. § 15-30-121(4); 15-1-2",,,,,"Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111",,,"No","N/A"
"MT1998","MT",1998,"Tax Deduction","Mont. Code Ann. § 15-30-121, 26 U.S.C. § 218 (1976)","Full up to $100","100","Local, State, Federal Candidates & Parties","Yes","Unclear","Yes","allowed deduction not to exceed $100 ($200 for joint return); only for political contributions determined in accordance with the provisions of section 218(a) and (b) of the Internal Revenue Code that were in effect for the tax year ended December 31, 1978","Commissioner of Political Practices,  Election Administrator","Mont. Code Ann. §§ 13-37-114, 13-37-111, 13-37-121, 13-37-123, 7-4-2611(3)-(4)","Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111","N/A","N/A","Department of Revenue","Mont. Code Ann. § 15-30-121(4); 15-1-2",,,,,"Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111",,,"No","N/A"
"MT2000","MT",2000,"Tax Deduction","Mont. Code Ann. § 15-30-121, 26 U.S.C. § 218 (1976)","Full up to $100","100","Local, State, Federal Candidates & Parties","Yes","Unclear","Yes","allowed deduction not to exceed $100 ($200 for joint return); only for political contributions determined in accordance with the provisions of section 218(a) and (b) of the Internal Revenue Code that were in effect for the tax year ended December 31, 1978","Commissioner of Political Practices,  Election Administrator","Mont. Code Ann. §§ 13-37-114, 13-37-111, 13-37-121, 13-37-123, 7-4-2611(3)-(4)","Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111","N/A","N/A","Department of Revenue","Mont. Code Ann. § 15-30-121(4); 15-1-2",,,,,"Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111",,,"No","N/A"
"MT2002","MT",2002,"Tax Deduction","Mont. Code Ann. § 15-30-121, 26 U.S.C. § 218 (1976)","Full up to $100","100","Local, State, Federal Candidates & Parties","Yes","Unclear","Yes","allowed deduction not to exceed $100 ($200 for joint return); only for political contributions determined in accordance with the provisions of section 218(a) and (b) of the Internal Revenue Code that were in effect for the tax year ended December 31, 1978","Commissioner of Political Practices,  Election Administrator","Mont. Code Ann. §§ 13-37-114, 13-37-111, 13-37-121, 13-37-123, 7-4-2611(3)-(4)","Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111","N/A","N/A","Department of Revenue","Mont. Code Ann. § 15-30-121(4); 15-1-2",,,,,"Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111",,,"No","N/A"
"MT2004","MT",2004,"Tax Deduction","Mont. Code Ann. § 15-30-121, 26 U.S.C. § 218 (1976)","Full up to $100","100","Local, State, Federal Candidates & Parties","Yes","Unclear","Yes","allowed deduction not to exceed $100 ($200 for joint return); only for political contributions determined in accordance with the provisions of section 218(a) and (b) of the Internal Revenue Code that were in effect for the tax year ended December 31, 1978","Commissioner of Political Practices,  Election Administrator","Mont. Code Ann. §§ 13-37-114, 13-37-111, 13-37-121, 13-37-123, 7-4-2611(3)-(4)","Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111","N/A","N/A","Department of Revenue","Mont. Code Ann. § 15-30-121(4); 15-1-2",,,,,"Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111",,,"No","N/A"
"MT2006","MT",2006,"Tax Deduction","Mont. Code Ann. § 15-30-121, 26 U.S.C. § 218 (1976)","Full up to $100","100","Local, State, Federal Candidates & Parties","Yes","Unclear","Yes","allowed deduction not to exceed $100 ($200 for joint return); only for political contributions determined in accordance with the provisions of section 218(a) and (b) of the Internal Revenue Code that were in effect for the tax year ended December 31, 1978","Commissioner of Political Practices,  Election Administrator","Mont. Code Ann. §§ 13-37-114, 13-37-111, 13-37-121, 13-37-123, 7-4-2611(3)-(4)","Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111","N/A","N/A","Department of Revenue","Mont. Code Ann. § 15-30-121(4); 15-1-2",,,,,"Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111",,,"No","N/A"
"MT2008","MT",2008,"Tax Deduction","Mont. Code Ann. § 15-30-121, 26 U.S.C. § 218 (1976)","Full up to $100","100","Local, State, Federal Candidates & Parties","Yes","Unclear","Yes","allowed deduction not to exceed $100 ($200 for joint return); only for political contributions determined in accordance with the provisions of section 218(a) and (b) of the Internal Revenue Code that were in effect for the tax year ended December 31, 1978","Commissioner of Political Practices,  Election Administrator","Mont. Code Ann. §§ 13-37-114, 13-37-111, 13-37-121, 13-37-123, 7-4-2611(3)-(4)","Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111","N/A","N/A","Department of Revenue","Mont. Code Ann. § 15-30-121(4); 15-1-2",,,,,"Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111",,,"No","N/A"
"MT2010","MT",2010,"Tax Deduction","Mont. Code Ann. § 15-30-121, 26 U.S.C. § 218 (1976)","Full up to $100","100","Local, State, Federal Candidates & Parties","Yes","Unclear","Yes","allowed deduction not to exceed $100 ($200 for joint return); only for political contributions determined in accordance with the provisions of section 218(a) and (b) of the Internal Revenue Code that were in effect for the tax year ended December 31, 1978","Commissioner of Political Practices,  Election Administrator","Mont. Code Ann. §§ 13-37-114, 13-37-111, 13-37-121, 13-37-123, 7-4-2611(3)-(4)","Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111","N/A","N/A","Department of Revenue","Mont. Code Ann. § 15-30-121(4); 15-1-2",,,,,"Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111",,,"No","N/A"
"MT2012","MT",2012,"Tax Deduction","Mont. Code Ann. § 15-30-121, 26 U.S.C. § 218 (1976)","Full up to $100","100","Local, State, Federal Candidates & Parties","Yes","Unclear","Yes","allowed deduction not to exceed $100 ($200 for joint return); only for political contributions determined in accordance with the provisions of section 218(a) and (b) of the Internal Revenue Code that were in effect for the tax year ended December 31, 1978","Commissioner of Political Practices,  Election Administrator","Mont. Code Ann. §§ 13-37-114, 13-37-111, 13-37-121, 13-37-123, 7-4-2611(3)-(4)","Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111","N/A","N/A","Department of Revenue","Mont. Code Ann. § 15-30-121(4); 15-1-2",,,,,"Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111",,,"No","N/A"
"MT2014","MT",2014,"Tax Deduction","Mont. Code Ann. § 15-30-121, 26 U.S.C. § 218 (1976)","Full up to $100","100","Local, State, Federal Candidates & Parties","Yes","Unclear","Yes","allowed deduction not to exceed $100 ($200 for joint return); only for political contributions determined in accordance with the provisions of section 218(a) and (b) of the Internal Revenue Code that were in effect for the tax year ended December 31, 1978","Commissioner of Political Practices,  Election Administrator","Mont. Code Ann. §§ 13-37-114, 13-37-111, 13-37-121, 13-37-123, 7-4-2611(3)-(4)","Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111","N/A","N/A","Department of Revenue","Mont. Code Ann. § 15-30-121(4); 15-1-2",,,,,"Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111",,,"No","N/A"
"MT2016","MT",2016,"Tax Deduction","Mont. Code Ann. § 15-30-121, 26 U.S.C. § 218 (1976)","Full up to $100","100","Local, State, Federal Candidates & Parties","Yes","Unclear","Yes","allowed deduction not to exceed $100 ($200 for joint return); only for political contributions determined in accordance with the provisions of section 218(a) and (b) of the Internal Revenue Code that were in effect for the tax year ended December 31, 1978","Commissioner of Political Practices,  Election Administrator","Mont. Code Ann. §§ 13-37-114, 13-37-111, 13-37-121, 13-37-123, 7-4-2611(3)-(4)","Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111","N/A","N/A","Department of Revenue","Mont. Code Ann. § 15-30-121(4); 15-1-2",,,,,"Commissioner of Political Practices","Mont. Code Ann. §§ 13-37-114, 13-37-111",,,"No","N/A"
"MT2018","MT",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NC1996","NC",1996,"None",,,,,,,,,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","N/A","N/A","NA",,"NA",,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","NA",,"No","N/A"
"NC1998","NC",1998,"None",,,,,,,,,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","N/A","N/A","NA",,"NA",,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","NA",,"No","N/A"
"NC2000","NC",2000,"None",,,,,,,,,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","N/A","N/A","NA",,"NA",,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","NA",,"No","N/A"
"NC2002","NC",2002,"None",,,,,,,,,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","N/A","N/A","NA",,"NA",,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","NA",,"No","N/A"
"NC2004","NC",2004,"None",,,,,,,,,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","N/A","N/A","NA",,"NA",,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","NA",,"No","N/A"
"NC2006","NC",2006,"None",,,,,,,,,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","N/A","N/A","NA",,"NA",,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","NA",,"No","N/A"
"NC2008","NC",2008,"None",,,,,,,,,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","N/A","N/A","NA",,"NA",,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","NA",,"No","N/A"
"NC2010","NC",2010,"None",,,,,,,,,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","N/A","N/A","NA",,"NA",,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","NA",,"No","N/A"
"NC2012","NC",2012,"None",,,,,,,,,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","N/A","N/A","N/A","N/A","NA",,"NA",,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","NA",,"No","N/A"
"NC2014","NC",2014,"None",,,,,,,,,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","N/A","N/A","N/A","N/A","NA",,"NA",,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","NA",,"No","N/A"
"NC2016","NC",2016,"None",,,,,,,,,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","N/A","N/A","N/A","N/A","NA",,"NA",,"State Board of Elections","Historical session laws: 1973, c. 1272, s. 1; Current state code: NCGS § 163-278.22","NA",,"No","N/A"
"NC2018","NC",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ND1996","ND",1996,"None",,,,,,,,,"Secretary of State","§ 16.1-08.1-02.; § 16.1-08.1-03.; § 16.1-08.1-03.1.; § 16.1-08.1-03.3.(3); § 16.1-08.1-03.5.; § 16.1-08.1-06.","Secretary of State, County Auditors & the Attorney General","16.1-08.1-02; 16.1-08.1-05","N/A","N/A","N/A","N/A","NA",,"NA",,"Secretary of State & County Auditor","16.1-09-02","NA",,"No","N/A"
"ND1998","ND",1998,"None",,,,,,,,,"Secretary of State","§ 16.1-08.1-02.; § 16.1-08.1-03.; § 16.1-08.1-03.1.; § 16.1-08.1-03.3.(3); § 16.1-08.1-03.5.; § 16.1-08.1-06.","Secretary of State, County Auditors & the Attorney General","16.1-08.1-02; 16.1-08.1-05","N/A","N/A","N/A","N/A","NA",,"NA",,"Secretary of State & County Auditor","16.1-09-02","NA",,"No","N/A"
"ND2000","ND",2000,"None",,,,,,,,,"Secretary of State","§ 16.1-08.1-02.; § 16.1-08.1-03.; § 16.1-08.1-03.1.; § 16.1-08.1-03.3.(3); § 16.1-08.1-03.5.; § 16.1-08.1-06.","Secretary of State & the Attorney General","16.1-08.1-02; 16.1-08.1-05","N/A","N/A","N/A","N/A","NA",,"NA",,"Secretary of State & County Auditor","16.1-09-02","NA",,"No","N/A"
"ND2002","ND",2002,"None",,,,,,,,,"Secretary of State","§ 16.1-08.1-02.; § 16.1-08.1-03.; § 16.1-08.1-03.1.; § 16.1-08.1-03.3.(3); § 16.1-08.1-03.5.; § 16.1-08.1-06.","Secretary of State & the Attorney General","16.1-08.1-02; 16.1-08.1-05","N/A","N/A","N/A","N/A","NA",,"NA",,"Secretary of State & County Auditor","16.1-09-02","NA",,"No","N/A"
"ND2004","ND",2004,"None",,,,,,,,,"Secretary of State","§ 16.1-08.1-02.; § 16.1-08.1-03.; § 16.1-08.1-03.1.; § 16.1-08.1-03.3.(3); § 16.1-08.1-03.5.; § 16.1-08.1-06.","Secretary of State & the Attorney General","16.1-08.1-02; 16.1-08.1-05","N/A","N/A","N/A","N/A","NA",,"NA",,"Secretary of State & County Auditor","16.1-09-02","NA",,"No","N/A"
"ND2006","ND",2006,"None",,,,,,,,,"Secretary of State","§ 16.1-08.1-02.; § 16.1-08.1-03.; § 16.1-08.1-03.1.; § 16.1-08.1-03.3.(3); § 16.1-08.1-03.5.; § 16.1-08.1-06.","Secretary of State & the Attorney General","16.1-08.1-02; 16.1-08.1-05","N/A","N/A","N/A","N/A","NA",,"NA",,"Secretary of State & County Auditor","16.1-09-02","NA",,"No","N/A"
"ND2008","ND",2008,"None",,,,,,,,,"Secretary of State","§ 16.1-08.1-02.; § 16.1-08.1-03.; § 16.1-08.1-03.1.; § 16.1-08.1-03.3.(3); § 16.1-08.1-03.5.; § 16.1-08.1-06.","Secretary of State & the Attorney General","16.1-08.1-02; 16.1-08.1-05","N/A","N/A","N/A","N/A","NA",,"NA",,"Secretary of State & County Auditor","16.1-09-02","NA",,"No","N/A"
"ND2010","ND",2010,"None",,,,,,,,,"Secretary of State","§ 16.1-08.1-02.; § 16.1-08.1-03.; § 16.1-08.1-03.1.; § 16.1-08.1-03.3.(3); § 16.1-08.1-03.5.; § 16.1-08.1-06.","Secretary of State & the Attorney General","16.1-08.1-02; 16.1-08.1-05","N/A","N/A","N/A","N/A","NA",,"NA",,"Secretary of State & County Auditor","16.1-09-02","NA",,"No","N/A"
"ND2012","ND",2012,"None",,,,,,,,,"Secretary of State","§ 16.1-08.1-02.; § 16.1-08.1-03.; § 16.1-08.1-03.1.; § 16.1-08.1-03.3.(3); § 16.1-08.1-03.5.; § 16.1-08.1-06.","Secretary of State & the Attorney General","16.1-08.1-02; 16.1-08.1-05","N/A","N/A","N/A","N/A","NA",,"NA",,"Secretary of State & County Auditor","16.1-09-02","NA",,"No","N/A"
"ND2014","ND",2014,"None",,,,,,,,,"Secretary of State","§ 16.1-08.1-02.; § 16.1-08.1-03.; § 16.1-08.1-03.1.; § 16.1-08.1-03.3.(3); § 16.1-08.1-03.5.; § 16.1-08.1-06.","Secretary of State & the Attorney General","16.1-08.1-02; 16.1-08.1-05","N/A","N/A","N/A","N/A","NA",,"NA",,"Secretary of State & County Auditor","16.1-09-02","NA",,"No","N/A"
"ND2016","ND",2016,"None",,,,,,,,,"Secretary of State","§ 16.1-08.1-02.; § 16.1-08.1-03.; § 16.1-08.1-03.1.; § 16.1-08.1-03.3.(3); § 16.1-08.1-03.5.; § 16.1-08.1-06.","Secretary of State & the Attorney General","16.1-08.1-02; 16.1-08.1-05","N/A","N/A","N/A","N/A","NA",,"NA",,"Secretary of State & County Auditor","16.1-09-02","NA",,"No","N/A"
"ND2018","ND",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NE1996","NE",1996,"None",,,,,,,,,"Nebraska Accountability and Disclosure Commission","49-1448; 49-14,123; 49-14,123.01","Nebraska Accountablity and Disclosure Act","32-1608.01; 49-14,123; Code of Nebraska Rules 4-10","Nebraska Accountability and Disclousre Commission","49-1448; 49-14,123; 49-14,123.01","N/A","N/A","NA",,"Nebraska Accountability and Disclosure Commission","R.R.S. Neb. § 49-1448; R.R.S. Neb. § 49-14,123; R.R.S. Neb. § 49-14,123.01",,,"No",,,
